Series Name,Series Code,Level,Level2,Country Name,Country Code,YR1999 [YR1999],YR2000 [YR2000],YR2001 [YR2001],YR2002 [YR2002],YR2003 [YR2003],YR2004 [YR2004],YR2005 [YR2005],YR2006 [YR2006],YR2007 [YR2007],YR2008 [YR2008],YR2009 [YR2009],YR2010 [YR2010],YR2011 [YR2011],YR2012 [YR2012],YR2013 [YR2013],YR2014 [YR2014],YR2015 [YR2015],YR2016 [YR2016],YR2017 [YR2017],YR2018 [YR2018],YR2019 [YR2019]
Number of active borrowers,FA.MIX.ACBR,Brazil,,Banco do Povo ACP (100740),100740,..,..,611,1456,2225,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,Banco do Vale (102834),102834,..,..,..,..,..,..,..,..,1095,1644,2242,2330,3290,4323,4415,4331,4235,3938,3499,2780,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,Banco Popular - Associacao do Vale de Aco (102169),102169,..,..,..,..,..,..,..,1876,1768,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,Banco Popular da Mulher (102816),102816,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,Banco Popular do Brasil (101796),101796,..,..,..,..,..,..,959617,553164,243347,138241,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,BANCRI (102163),102163,..,..,..,..,..,..,..,..,915,904,941,984,1115,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,Casa do empreendedor Londrina (175268),175268,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1851,1711,1590,1462,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,Casa do Microcrédito (101459),101459,..,..,..,..,..,1091,..,..,899,1291,..,..,1645,..,..,2471,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,CEADe (101718),101718,..,..,..,..,..,681,836,713,681,794,591,1885,2462,2647,..,2198,1978,1848,1367,990,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,CEAPE BA (101660),101660,..,..,..,..,..,..,..,..,2524,2854,2928,3449,3800,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,CEAPE MA (100415),100415,..,..,5467,8009,8764,10397,14018,14666,18189,18857,20341,19399,21528,24995,23396,22298,20357,..,21084,23637,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,CEAPE PB (100362),100362,..,..,1388,1303,1952,2421,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,CEAPE PE (100669),100669,..,..,3555,3636,..,..,..,..,3142,3333,2147,3309,3072,3747,3715,3225,2896,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,CEAPE PI (101461),101461,..,..,..,..,..,..,..,..,5680,6099,5966,5815,5002,5042,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,CEAPE SE (102874),102874,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12597,14249,11568,11514,..,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,Central Cresol Baser (101462),101462,..,..,..,..,20542,24449,30207,41040,50885,40596,46051,45023,47312,..,62691,..,140720,188085,..,..,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,CREDCIDADANIA (102882),102882,..,..,..,..,..,..,..,..,..,..,..,..,..,822,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,CrediAmigo (100459),100459,..,..,85309,118955,138497,162868,195378,235740,299975,400413,528792,737826,1046062,1360170,1659699,1862239,2030821,2073661,2001150,2065167,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,Credimais (102886),102886,..,..,..,..,..,..,..,..,..,..,..,..,1337,1317,..,1519,1475,..,..,1209,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,CREDIOESTE (102887),102887,..,..,..,..,..,..,..,..,..,770,1037,1172,1320,1475,..,1749,1766,1348,..,..,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,Credisol (101717),101717,..,..,..,..,..,1529,..,..,1395,1621,1518,1446,1814,2226,2253,2391,2841,4065,5495,6531,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,Credito Solidário - BPCS (102829),102829,..,..,..,..,..,..,..,..,..,865,1227,2014,2193,2875,3967,4344,5200,5451,5571,5013,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,Crescer Crédito Solidario (101712),101712,..,..,..,..,121,74,73,40,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,Cresol Central (103698),103698,..,..,..,..,..,..,..,..,34215,59188,77064,93416,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,EMPREENDA! (100045),100045,..,..,..,..,..,..,..,600,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,Empresta Capital (102162),102162,..,..,..,..,..,..,..,..,..,489,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,Extracredi (102776),102776,..,..,..,..,..,..,..,..,..,..,..,1297,1280,2529,..,4459,4839,5191,5293,2287,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,Fácil SCM (102777),102777,..,..,..,..,..,..,..,..,..,91,141,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,ICC BluSol (100201),100201,..,..,1037,1276,..,1665,1874,2402,2697,3416,4228,5829,7145,7963,10198,11373,10916,10656,11049,11641,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,ICC Central (102852),102852,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3352,542,591,882,1282,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,ICC Conquista Solidária (101713),101713,..,..,..,..,..,..,..,..,1354,1335,..,1293,1558,1466,..,1514,1531,1399,1326,..,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,ICC Itabuna Solidaria (102850),102850,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,ICC MAU-CE (102848),102848,..,..,..,..,..,..,..,..,..,24,16,28,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,ICC Portosol (101716),101716,..,..,..,..,..,..,2000,1942,1489,1477,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,Instituto Estrela (102375),102375,..,..,..,..,..,..,498,1275,1731,2108,3019,3403,4245,5305,6012,6554,6831,6628,8102,9115,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,Lander (115222),115222,..,..,..,..,..,..,..,..,..,..,3298,2120,2227,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,MCS Crédito Solidário (102856),102856,..,..,..,..,..,..,..,..,..,..,..,503,443,535,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,Profomento (102943),102943,..,..,..,..,..,..,..,..,..,..,..,720,835,1134,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,Rede Novo Sol (102832),102832,..,..,..,..,..,..,..,..,..,74,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,Santander Microcrédito (102946),102946,..,..,..,..,..,..,..,..,53421,82779,84533,95612,99951,114312,124799,8492,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,São Paulo Confia (101714),101714,..,..,..,..,..,..,3679,3984,5628,8293,9753,9049,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,SOCIALCRED (102953),102953,..,..,..,..,..,..,..,..,367,670,526,423,562,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Brazil,,SOCRED (103789),103789,..,..,..,..,..,..,..,..,..,85,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Chile,,BancoEstado (100493),100493,..,..,..,..,67651,71563,168829,175102,206686,151471,165319,180643,178613,175103,176676,185708,197299,209980,222861,693218,..
Number of active borrowers,FA.MIX.ACBR,Chile,,BanDesarrollo Microempresas (100812),100812,..,..,..,..,32544,39038,48897,66599,73664,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Chile,,BanIgualdad (102746),102746,..,..,..,..,..,..,..,..,..,2715,6851,12450,21255,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Chile,,Emprende Microfinanzas (101107),101107,..,..,..,5131,4739,5927,6570,7031,6201,6809,6522,6128,10345,13067,15324,13707,11357,11136,9778,..,..
Number of active borrowers,FA.MIX.ACBR,Chile,,FINAM Chile (102745),102745,..,..,..,..,..,..,..,..,..,..,..,1679,1959,..,1866,1590,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Chile,,Fondo Esperanza (101475),101475,..,..,..,..,..,..,5259,13412,21569,30022,38031,41739,51584,66474,80275,92605,102141,110817,117331,..,..
Number of active borrowers,FA.MIX.ACBR,Chile,,Oriencoop (101471),101471,..,..,..,..,..,80163,75908,61365,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,Actuar Caldas (101473),101473,..,..,..,..,..,2028,2280,3231,3867,4165,3715,3891,4286,4957,5236,5722,6435,6760,6722,7544,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,Actuar Quindio (101463),101463,..,..,..,..,..,..,..,..,..,2590,2519,2335,2367,2897,3535,4522,5520,6276,6594,6243,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,Actuar Tolima (100659),100659,4661,2976,2601,3140,3467,4083,5208,6129,6813,8019,7596,7727,8588,9829,9090,9676,9686,10380,..,..,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,AGAPE (100370),100370,..,..,..,..,8355,10112,13029,12509,14060,8207,6789,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,Alcaravan (143097),143097,..,..,..,..,..,..,..,..,..,..,1031,1133,1329,1972,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,AVANSAR (152757),152757,..,..,..,..,..,..,..,..,..,..,..,413,525,448,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,AYF (122399),122399,..,..,..,..,..,..,..,..,..,..,5275,11812,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,Bancamía (102657),102657,..,..,..,..,..,..,..,..,138652,190252,285765,341100,390017,406111,393404,365648,356377,325712,330358,339294,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,Banco Caja Social (101050),101050,..,..,..,..,..,..,489678,611739,737312,902486,976229,619119,625546,589611,675370,758559,729640,734943,728501,716408,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,Banco Mundo Mujer (170629),170629,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,549616,568970,561021,547621,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,Banco Popular Colombia (102504),102504,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,Banco W (100793),100793,26322,33046,38063,49119,70200,92533,116725,164000,218191,192258,179701,203723,231699,246075,213559,206452,203446,210904,216088,217051,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,Bancolombia Microfinanzas (101464),101464,..,..,..,..,..,..,..,..,16817,21886,28665,35615,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,BanCompartir (100713),100713,9337,16101,17009,18202,20995,24404,26723,35145,39842,43246,42575,61880,74033,89964,93674,94805,124028,113298,106415,98846,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,CMM Bogotá (100813),100813,5784,7879,10079,15635,22958,34554,47554,55650,72275,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,CMM Medellín (100326),100326,6534,8883,10908,15652,20149,21468,24583,41178,66377,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,COFINCAFE (102218),102218,..,..,..,..,..,..,..,1294,1427,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,COMERCIACOOP (106061),106061,..,..,..,..,..,..,..,..,..,1150,1292,1558,1677,1881,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,Comultrasan (101476),101476,..,..,..,..,..,..,..,..,47051,60633,70989,78726,85078,70575,93689,111749,117841,110457,108657,117222,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,Confiar (106076),106076,..,..,..,..,..,..,..,..,..,43244,42444,43773,46094,47275,48350,51402,55224,58508,62562,63445,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,Contactar (100381),100381,..,..,..,..,2212,2612,3327,5909,9455,13546,20100,31840,45441,57282,66386,72095,77151,83095,90087,104259,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,Coomultagro (112658),112658,..,..,..,..,..,..,..,..,..,990,1342,1552,1721,1769,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,Cooperativa Microempresas de Colombia (111781),111781,..,..,..,..,..,..,..,..,..,140,3766,11276,16966,25702,29094,33342,38473,44995,52242,..,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,COOSERFIN (136004),136004,..,..,..,..,..,..,..,..,..,1089,1410,1212,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,COOTREGUA (106090),106090,..,..,..,..,..,..,..,..,..,1100,1129,1249,1194,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,Crezcamos (102554),102554,..,..,..,..,..,..,..,935,3818,4587,8148,25888,36526,52857,66984,73369,81475,104517,106134,90135,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,ECLOF Colombia (106086),106086,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2385,..,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,Ecofin (150709),150709,..,..,..,..,..,..,..,..,..,..,..,27,362,596,446,441,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,Encumbra (169389),169389,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24521,24131,28928,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,Express Microfinanzas SAS (170162),170162,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8494,10420,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,FASE (106078),106078,..,..,..,..,..,..,..,..,..,..,..,..,..,790,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,FiMSA (102399),102399,..,..,..,..,..,..,..,100,1000,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,FMSD (100266),100266,..,..,31296,34959,..,34585,35284,36933,40482,12787,11363,9448,6116,..,..,5211,5745,6138,..,..,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,Fomentamos (106068),106068,..,..,..,..,..,..,..,..,..,3316,4733,6056,5467,5625,6158,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,Fundaci¢n Amanecer (101477),101477,..,..,..,..,..,..,..,..,3203,3500,3704,4671,7627,10117,11020,12138,14153,15036,14013,13468,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,Fundación Delamujer (100758),100758,9029,12248,19632,25814,42464,55615,67532,98457,148153,156256,152943,187636,226246,301403,347443,352529,318773,308216,279794,236712,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,Fundación Mundo Mujer (100542),100542,13825,22663,36049,48333,60140,75188,95906,137855,223839,242563,293079,352592,417479,465481,493227,531240,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,FUNDESAN (113414),113414,..,..,..,..,..,..,..,..,..,1790,2310,2500,2590,2990,..,..,3601,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,FUNDESCAT (150374),150374,..,..,..,..,..,..,..,..,..,..,91,140,320,1587,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,FUNDESMAG (106095),106095,..,..,..,..,..,..,..,..,..,795,782,..,1122,..,..,1095,990,874,..,..,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,Giros y Finanzas (102258),102258,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45221,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,Interactuar (100340),100340,6384,7517,8913,..,..,..,19707,24661,30282,30661,29565,30180,30600,32287,31861,34054,37784,40265,41223,41333,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,Microempresas de Colombia (101788),101788,..,..,..,..,..,..,10486,11916,16497,21938,18583,15298,10227,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,OI Colombia (167058),167058,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9519,10807,8843,6178,7185,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,OILA (112657),112657,..,..,..,..,..,..,..,..,..,5910,9738,16121,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,OLC (100573),100573,..,..,..,..,6997,10951,7316,5563,7286,5569,6406,5542,1511,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,ProCredit - COL (102117),102117,..,..,..,..,..,..,..,..,1246,8987,10700,8464,7474,7575,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Colombia,,Producir (115590),115590,..,..,..,..,..,..,..,..,..,..,1206,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Costa Rica,,ACORDE (101530),101530,..,..,..,..,..,782,1147,874,621,556,448,648,994,2161,2530,2610,3345,..,2076,2015,..
Number of active borrowers,FA.MIX.ACBR,Costa Rica,,ADAPTE (101534),101534,..,..,..,..,1000,900,700,600,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Costa Rica,,ADESTRA (101531),101531,..,..,..,..,..,..,..,..,..,..,92,126,..,148,144,133,145,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Costa Rica,,ADRI (100324),100324,380,421,520,508,586,592,705,782,925,865,803,767,794,808,806,789,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Costa Rica,,APACOOP (101468),101468,..,..,..,..,..,..,..,..,..,412,481,515,478,537,655,732,800,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Costa Rica,,APIAGOL (101542),101542,..,..,..,..,..,..,..,..,..,..,..,581,768,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Costa Rica,,ASOPROSANRAMON (101535),101535,..,..,..,..,..,..,..,..,287,285,371,358,336,363,340,362,346,..,351,348,..
Number of active borrowers,FA.MIX.ACBR,Costa Rica,,CEMPRODECA (101550),101550,..,..,..,..,..,..,..,..,..,..,..,..,..,..,136,197,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Costa Rica,,CREDIMUJER (100744),100744,..,521,899,1251,1315,1635,1299,949,733,768,647,521,487,494,472,476,479,..,463,457,..
Number of active borrowers,FA.MIX.ACBR,Costa Rica,,EDESA (102129),102129,..,..,..,..,..,..,200,503,1188,..,..,751,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Costa Rica,,FIDERPAC (101556),101556,..,..,..,..,..,2393,2659,2817,3203,3474,3549,3542,3457,3349,3739,4087,4533,..,5571,6218,..
Number of active borrowers,FA.MIX.ACBR,Costa Rica,,FOMIC (100481),100481,..,..,..,..,95,123,238,311,562,500,489,440,455,..,493,418,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Costa Rica,,FUDECOSUR (101564),101564,..,..,..,..,..,..,..,..,..,2122,2531,2767,2984,3314,3721,3577,3792,..,4309,3930,..
Number of active borrowers,FA.MIX.ACBR,Costa Rica,,Fundación Mujer (100742),100742,..,..,..,..,841,885,973,1339,1654,2075,2315,2359,2430,..,1399,1543,1465,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Costa Rica,,FUNDEBASE (101565),101565,..,..,..,..,..,..,..,192,219,250,358,445,498,587,628,833,965,..,1285,1125,..
Number of active borrowers,FA.MIX.ACBR,Costa Rica,,FUNDECO (100228),100228,..,..,..,..,315,199,157,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Costa Rica,,FUNDECOCA (100204),100204,..,..,..,..,..,1342,1374,1833,2070,2264,2657,2996,2764,2687,2628,2722,3079,..,3345,3196,..
Number of active borrowers,FA.MIX.ACBR,Costa Rica,,GRAMEEN COSTA RICA (102121),102121,..,..,..,..,..,..,..,1454,3264,7998,8651,9603,..,..,7341,7393,8104,8391,..,..,..
Number of active borrowers,FA.MIX.ACBR,Dominican Republic,,ALNAP (120095),120095,..,..,..,..,..,..,..,..,..,..,..,40058,44516,45592,..,29799,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Dominican Republic,,Banco ADEMI (100347),100347,13918,16408,..,..,26414,25614,33145,39860,47598,57901,82049,103283,120709,..,174374,213749,236914,232363,216882,188633,..
Number of active borrowers,FA.MIX.ACBR,Dominican Republic,,Banco ADOPEM (100753),100753,17847,20511,28079,36770,41273,47763,56108,59586,66286,89071,112058,131332,145995,159718,177951,196631,217992,224755,..,215914,..
Number of active borrowers,FA.MIX.ACBR,Dominican Republic,,BANFONDESA (100285),100285,2705,..,..,..,..,..,..,..,..,21603,24211,30746,39861,49047,..,69337,..,..,..,88404,..
Number of active borrowers,FA.MIX.ACBR,Dominican Republic,,CDD (120098),120098,..,..,..,..,..,..,..,..,..,..,..,3183,3152,3980,4207,4781,4418,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Dominican Republic,,COOP-ASPIRE (100319),100319,..,..,..,..,3547,4963,4640,6780,9425,10459,12102,13144,13659,14809,17532,24033,32763,..,..,45005,..
Number of active borrowers,FA.MIX.ACBR,Dominican Republic,,Crédito Amigo - Banco BHD León (120105),120105,..,..,..,..,..,..,..,..,..,..,..,8761,12605,8746,5912,6441,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Dominican Republic,,ECLOF - Dominicana (120101),120101,..,..,..,..,..,..,..,..,..,..,..,11734,14888,17152,17154,17524,18387,..,19911,19055,..
Number of active borrowers,FA.MIX.ACBR,Dominican Republic,,FDD (101431),101431,..,..,..,..,..,..,..,..,6917,9013,10333,11698,..,..,13260,15712,17121,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Dominican Republic,,FIHOGAR (176351),176351,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4496,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Dominican Republic,,FONDAGRO (169026),169026,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1425,728,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Dominican Republic,,Fundación Esperanza (101856),101856,..,..,..,..,2945,..,5168,9465,12993,17374,8221,7247,7911,9476,9950,10023,8879,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Dominican Republic,,Fundación San Miguel (101778),101778,..,..,..,..,..,..,1555,4646,12123,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Dominican Republic,,FUNDAPEC (169071),169071,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7266,7920,9034,9356,9957,..
Number of active borrowers,FA.MIX.ACBR,Dominican Republic,,Motor Crédito (170671),170671,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7526,8376,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Dominican Republic,,MUDE - DOM (120104),120104,..,..,..,..,..,..,..,..,..,2578,3735,3928,..,4867,4420,2743,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Dominican Republic,,SURFUTURO (120102),120102,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1543,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Dominican Republic,,TUMUJER (120097),120097,..,..,..,..,..,..,..,..,..,..,..,602,490,389,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Dominican Republic,,VisionFund - DOM (115591),115591,..,..,..,..,..,..,..,..,..,3136,2671,2674,4274,5185,5041,5297,9033,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,Banco COOPNACIONAL (101623),101623,..,..,..,..,..,..,..,..,35726,34382,31388,31890,33614,33463,30771,29446,28666,23329,26388,22677,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,Banco D-Miro (100397),100397,439,1658,3450,6971,9013,9295,10842,11456,23364,36174,29359,36463,39561,41070,40682,40079,43631,37995,30207,27325,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,Banco Solidario (100298),100298,32517,40018,57076,72777,136457,135858,153452,149490,136782,147007,126387,133508,135587,139615,382027,395047,334135,275090,277051,286412,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,Banco VisionFund Ecuador (100441),100441,..,..,2221,2966,4457,5707,7088,9669,13969,20145,25813,31967,35787,38109,50205,65544,61627,54321,56121,63008,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,BANCODESARROLLO (100190),100190,..,2790,3039,4391,6896,..,12068,13342,13057,13354,14021,16935,19237,20856,24493,25957,26408,27775,29036,30283,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,CACMU (101735),101735,..,..,..,..,..,..,450,465,600,1043,1340,1969,2023,3200,3076,3668,4502,4524,4221,3925,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,CACPE Pastaza (115835),115835,..,..,..,..,..,..,..,..,..,..,5829,7382,8646,12869,11385,11566,11908,12048,12590,14992,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,CACPE Yantzaza (101481),101481,..,..,..,..,..,..,420,601,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,CACPE ZAMORA (170163),170163,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4133,4271,4094,4004,4281,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,CACPECO Ltda. (116371),116371,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18498,20523,20357,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,CCC (100583),100583,1996,2108,2269,2528,..,..,1381,1274,1063,1218,1055,1422,1213,1105,1226,1257,1270,1231,1190,2004,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,CEPESIU (100667),100667,..,..,474,389,1173,1263,1617,2594,2437,2058,2289,2165,3742,4995,3471,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,CESOL ACJ (100559),100559,..,..,..,521,548,..,379,1251,1084,1338,2161,..,..,..,..,..,..,..,..,..,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC 23 de Julio (115848),115848,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16443,18968,19915,17793,16339,19396,..
Number of active borrowers,FA.MIX.ACBR,Ecuador,,COAC 29 de Octubre (152758),152758,..,..,..,..,..,..,..,..,..,..,..,29707,34932,41585,44996,49981,51354,45170,48329,49487,..
